Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,concept:name,lifecycle:transition,org:resource,variant,variant-index,creator
Case4082,Require upgrade,Value 13,2012-09-19 13:17:02.000,Variant 10,10,Require upgrade,complete,Value 13,Variant 10,10,Fluxicon Disco
Case4082,Resolve ticket,Value 13,2012-10-12 09:15:01.000,Variant 10,10,Resolve ticket,complete,Value 13,Variant 10,10,Fluxicon Disco
Case4082,Closed,Value 3,2012-10-27 09:15:12.000,Variant 10,10,Closed,complete,Value 3,Variant 10,10,Fluxicon Disco
Case4082,End,End,2012-10-27 09:15:12.000,Variant 10,10,End,End,End,End,End,End
Case4083,Start,Start,2011-11-18 13:49:38.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case4083,Assign seriousness,Value 1,2011-11-18 13:49:38.000,Variant 1,1,Assign seriousness,complete,Value 1,Variant 1,1,Fluxicon Disco
Case4083,Take in charge ticket,Value 9,2011-11-18 13:53:18.000,Variant 1,1,Take in charge ticket,complete,Value 9,Variant 1,1,Fluxicon Disco
Case4083,Resolve ticket,Value 9,2011-11-21 07:06:41.000,Variant 1,1,Resolve ticket,complete,Value 9,Variant 1,1,Fluxicon Disco
Case4083,Closed,Value 5,2012-01-05 13:51:41.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case4083,End,End,2012-01-05 13:51:41.000,Variant 1,1,End,End,End,End,End,End
Case4084,Start,Start,2013-06-28 11:39:50.000,Variant 2,2,Start,Start,Start,Start,Start,Start
Case4084,Assign seriousness,Value 14,2013-06-28 11:39:50.000,Variant 2,2,Assign seriousness,complete,Value 14,Variant 2,2,Fluxicon Disco
Case4084,Take in charge ticket,Value 2,2013-07-04 09:25:50.000,Variant 2,2,Take in charge ticket,complete,Value 2,Variant 2,2,Fluxicon Disco
Case4084,Wait,Value 2,2013-07-16 06:46:55.000,Variant 2,2,Wait,complete,Value 2,Variant 2,2,Fluxicon Disco
Case4084,Resolve ticket,Value 2,2013-07-25 08:04:23.000,Variant 2,2,Resolve ticket,complete,Value 2,Variant 2,2,Fluxicon Disco
Case4084,Closed,Value 3,2013-08-09 08:04:39.000,Variant 2,2,Closed,complete,Value 3,Variant 2,2,Fluxicon Disco
Case4084,End,End,2013-08-09 08:04:39.000,Variant 2,2,End,End,End,End,End,End
Case4085,Start,Start,2011-09-21 09:01:14.000,Variant 21,21,Start,Start,Start,Start,Start,Start
Case4085,Assign seriousness,Value 1,2011-09-21 09:01:14.000,Variant 21,21,Assign seriousness,complete,Value 1,Variant 21,21,Fluxicon Disco
Case4085,Assign seriousness,Value 2,2011-09-21 13:26:12.000,Variant 21,21,Assign seriousness,complete,Value 2,Variant 21,21,Fluxicon Disco
Case4085,Resolve ticket,Value 2,2011-09-21 13:28:13.000,Variant 21,21,Resolve ticket,complete,Value 2,Variant 21,21,Fluxicon Disco
Case4085,Closed,Value 5,2011-10-22 09:10:43.000,Variant 21,21,Closed,complete,Value 5,Variant 21,21,Fluxicon Disco
Case4085,End,End,2011-10-22 09:10:43.000,Variant 21,21,End,End,End,End,End,End
Case4086,Start,Start,2012-05-04 14:34:41.000,Variant 2,2,Start,Start,Start,Start,Start,Start
Case4086,Assign seriousness,Value 1,2012-05-04 14:34:41.000,Variant 2,2,Assign seriousness,complete,Value 1,Variant 2,2,Fluxicon Disco
Case4086,Take in charge ticket,Value 9,2012-05-07 12:53:02.000,Variant 2,2,Take in charge ticket,complete,Value 9,Variant 2,2,Fluxicon Disco
Case4086,Wait,Value 12,2012-05-07 12:57:44.000,Variant 2,2,Wait,complete,Value 12,Variant 2,2,Fluxicon Disco
Case4086,Resolve ticket,Value 12,2012-05-07 14:12:58.000,Variant 2,2,Resolve ticket,complete,Value 12,Variant 2,2,Fluxicon Disco
Case4086,Closed,Value 5,2012-06-07 07:00:23.000,Variant 2,2,Closed,complete,Value 5,Variant 2,2,Fluxicon Disco
Case4086,End,End,2012-06-07 07:00:23.000,Variant 2,2,End,End,End,End,End,End
Case4087,Start,Start,2012-01-12 11:00:49.000,Variant 2,2,Start,Start,Start,Start,Start,Start
Case4087,Assign seriousness,Value 1,2012-01-12 11:00:49.000,Variant 2,2,Assign seriousness,complete,Value 1,Variant 2,2,Fluxicon Disco
Case4087,Take in charge ticket,Value 9,2012-01-13 07:34:29.000,Variant 2,2,Take in charge ticket,complete,Value 9,Variant 2,2,Fluxicon Disco
Case4087,Wait,Value 9,2012-02-03 10:51:14.000,Variant 2,2,Wait,complete,Value 9,Variant 2,2,Fluxicon Disco
Case4087,Resolve ticket,Value 9,2012-02-09 11:02:21.000,Variant 2,2,Resolve ticket,complete,Value 9,Variant 2,2,Fluxicon Disco
Case4087,Closed,Value 5,2012-02-24 11:02:44.000,Variant 2,2,Closed,complete,Value 5,Variant 2,2,Fluxicon Disco
Case4087,End,End,2012-02-24 11:02:44.000,Variant 2,2,End,End,End,End,End,End
Case4088,Start,Start,2010-09-20 07:30:07.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case4088,Assign seriousness,Value 9,2010-09-20 07:30:07.000,Variant 1,1,Assign seriousness,complete,Value 9,Variant 1,1,Fluxicon Disco
Case4088,Take in charge ticket,Value 2,2010-09-20 14:28:15.000,Variant 1,1,Take in charge ticket,complete,Value 2,Variant 1,1,Fluxicon Disco
Case4088,Resolve ticket,Value 2,2010-09-20 14:28:52.000,Variant 1,1,Resolve ticket,complete,Value 2,Variant 1,1,Fluxicon Disco
Case4088,Closed,Value 5,2010-11-03 08:40:29.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case4088,End,End,2010-11-03 08:40:29.000,Variant 1,1,End,End,End,End,End,End
Case4089,Start,Start,2011-08-02 12:07:34.000,Variant 2,2,Start,Start,Start,Start,Start,Start
Case4089,Assign seriousness,Value 13,2011-08-02 12:07:34.000,Variant 2,2,Assign seriousness,complete,Value 13,Variant 2,2,Fluxicon Disco
Case4089,Take in charge ticket,Value 13,2011-08-05 11:44:00.000,Variant 2,2,Take in charge ticket,complete,Value 13,Variant 2,2,Fluxicon Disco
Case4089,Wait,Value 13,2011-08-05 14:07:55.000,Variant 2,2,Wait,complete,Value 13,Variant 2,2,Fluxicon Disco
Case4089,Resolve ticket,Value 13,2011-08-25 12:25:36.000,Variant 2,2,Resolve ticket,complete,Value 13,Variant 2,2,Fluxicon Disco
Case4089,Closed,Value 5,2011-09-09 12:25:52.000,Variant 2,2,Closed,complete,Value 5,Variant 2,2,Fluxicon Disco
Case4089,End,End,2011-09-09 12:25:52.000,Variant 2,2,End,End,End,End,End,End
Case4090,Start,Start,2012-07-23 10:04:02.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case4090,Assign seriousness,Value 4,2012-07-23 10:04:02.000,Variant 1,1,Assign seriousness,complete,Value 4,Variant 1,1,Fluxicon Disco
Case4090,Take in charge ticket,Value 4,2012-07-23 11:09:09.000,Variant 1,1,Take in charge ticket,complete,Value 4,Variant 1,1,Fluxicon Disco
Case4090,Resolve ticket,Value 4,2012-07-31 07:58:40.000,Variant 1,1,Resolve ticket,complete,Value 4,Variant 1,1,Fluxicon Disco
Case4090,Closed,Value 5,2012-09-05 10:00:42.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case4090,End,End,2012-09-05 10:00:42.000,Variant 1,1,End,End,End,End,End,End
Case4091,Start,Start,2011-07-04 13:17:49.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case4091,Assign seriousness,Value 9,2011-07-04 13:17:49.000,Variant 1,1,Assign seriousness,complete,Value 9,Variant 1,1,Fluxicon Disco
Case4091,Take in charge ticket,Value 9,2011-07-05 06:25:50.000,Variant 1,1,Take in charge ticket,complete,Value 9,Variant 1,1,Fluxicon Disco
Case4091,Resolve ticket,Value 9,2011-07-05 06:32:20.000,Variant 1,1,Resolve ticket,complete,Value 9,Variant 1,1,Fluxicon Disco
Case4091,Closed,Value 5,2011-08-04 13:20:32.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case4091,End,End,2011-08-04 13:20:32.000,Variant 1,1,End,End,End,End,End,End
Case4092,Start,Start,2010-10-08 07:07:26.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case4092,Assign seriousness,Value 15,2010-10-08 07:07:26.000,Variant 1,1,Assign seriousness,complete,Value 15,Variant 1,1,Fluxicon Disco
Case4092,Take in charge ticket,Value 2,2010-10-08 08:22:45.000,Variant 1,1,Take in charge ticket,complete,Value 2,Variant 1,1,Fluxicon Disco
Case4092,Resolve ticket,Value 2,2010-10-08 08:31:44.000,Variant 1,1,Resolve ticket,complete,Value 2,Variant 1,1,Fluxicon Disco
Case4092,Closed,Value 5,2010-11-21 08:11:12.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case4092,End,End,2010-11-21 08:11:12.000,Variant 1,1,End,End,End,End,End,End
Case4093,Start,Start,2012-02-09 15:19:34.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case4093,Assign seriousness,Value 1,2012-02-09 15:19:34.000,Variant 1,1,Assign seriousness,complete,Value 1,Variant 1,1,Fluxicon Disco
Case4093,Take in charge ticket,Value 2,2012-02-10 08:51:02.000,Variant 1,1,Take in charge ticket,complete,Value 2,Variant 1,1,Fluxicon Disco
Case4093,Resolve ticket,Value 2,2012-02-10 13:33:04.000,Variant 1,1,Resolve ticket,complete,Value 2,Variant 1,1,Fluxicon Disco
Case4093,Closed,Value 5,2012-03-24 15:20:30.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case4093,End,End,2012-03-24 15:20:30.000,Variant 1,1,End,End,End,End,End,End
Case4094,Start,Start,2011-02-10 15:14:57.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case4094,Assign seriousness,Value 8,2011-02-10 15:14:57.000,Variant 1,1,Assign seriousness,complete,Value 8,Variant 1,1,Fluxicon Disco
Case4094,Take in charge ticket,Value 12,2011-02-14 10:03:41.000,Variant 1,1,Take in charge ticket,complete,Value 12,Variant 1,1,Fluxicon Disco
Case4094,Resolve ticket,Value 12,2011-03-02 12:25:05.000,Variant 1,1,Resolve ticket,complete,Value 12,Variant 1,1,Fluxicon Disco
Case4094,Closed,Value 5,2011-04-01 11:25:23.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case4094,End,End,2011-04-01 11:25:23.000,Variant 1,1,End,End,End,End,End,End
Case4095,Start,Start,2010-12-20 07:53:54.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case4095,Assign seriousness,Value 8,2010-12-20 07:53:54.000,Variant 1,1,Assign seriousness,complete,Value 8,Variant 1,1,Fluxicon Disco
Case4095,Take in charge ticket,Value 7,2010-12-20 11:01:25.000,Variant 1,1,Take in charge ticket,complete,Value 7,Variant 1,1,Fluxicon Disco
Case4095,Resolve ticket,Value 7,2010-12-20 13:26:29.000,Variant 1,1,Resolve ticket,complete,Value 7,Variant 1,1,Fluxicon Disco
Case4095,Closed,Value 5,2011-01-26 08:00:31.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case4095,End,End,2011-01-26 08:00:31.000,Variant 1,1,End,End,End,End,End,End
Case4096,Start,Start,2012-07-25 11:23:22.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case4096,Assign seriousness,Value 4,2012-07-25 11:23:22.000,Variant 1,1,Assign seriousness,complete,Value 4,Variant 1,1,Fluxicon Disco
Case4096,Take in charge ticket,Value 4,2012-07-25 11:44:54.000,Variant 1,1,Take in charge ticket,complete,Value 4,Variant 1,1,Fluxicon Disco
Case4096,Resolve ticket,Value 4,2012-07-27 12:59:34.000,Variant 1,1,Resolve ticket,complete,Value 4,Variant 1,1,Fluxicon Disco
Case4096,Closed,Value 5,2012-09-01 11:30:16.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case4096,End,End,2012-09-01 11:30:16.000,Variant 1,1,End,End,End,End,End,End
Case4097,Start,Start,2011-12-13 07:02:11.000,Variant 5,5,Start,Start,Start,Start,Start,Start
Case4097,Assign seriousness,Value 4,2011-12-13 07:02:11.000,Variant 5,5,Assign seriousness,complete,Value 4,Variant 5,5,Fluxicon Disco
Case4097,Resolve ticket,Value 4,2011-12-13 07:02:58.000,Variant 5,5,Resolve ticket,complete,Value 4,Variant 5,5,Fluxicon Disco
Case4097,Closed,Value 5,2012-01-13 07:10:52.000,Variant 5,5,Closed,complete,Value 5,Variant 5,5,Fluxicon Disco
Case4097,End,End,2012-01-13 07:10:52.000,Variant 5,5,End,End,End,End,End,End
Case4098,Start,Start,2010-05-10 12:50:22.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case4098,Assign seriousness,Value 6,2010-05-10 12:50:22.000,Variant 1,1,Assign seriousness,complete,Value 6,Variant 1,1,Fluxicon Disco
Case4098,Take in charge ticket,Value 2,2010-05-12 11:16:49.000,Variant 1,1,Take in charge ticket,complete,Value 2,Variant 1,1,Fluxicon Disco
Case4098,Resolve ticket,Value 2,2010-05-26 12:32:33.000,Variant 1,1,Resolve ticket,complete,Value 2,Variant 1,1,Fluxicon Disco
Case4098,Closed,Value 5,2010-06-10 13:00:39.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case4098,End,End,2010-06-10 13:00:39.000,Variant 1,1,End,End,End,End,End,End
Case4099,Start,Start,2010-12-01 14:56:02.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case4099,Assign seriousness,Value 2,2010-12-01 14:56:02.000,Variant 1,1,Assign seriousness,complete,Value 2,Variant 1,1,Fluxicon Disco
Case4099,Take in charge ticket,Value 2,2010-12-07 14:02:54.000,Variant 1,1,Take in charge ticket,complete,Value 2,Variant 1,1,Fluxicon Disco
Case4099,Resolve ticket,Value 2,2010-12-07 14:03:03.000,Variant 1,1,Resolve ticket,complete,Value 2,Variant 1,1,Fluxicon Disco
Case4099,Closed,Value 5,2011-01-08 15:00:49.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case4099,End,End,2011-01-08 15:00:49.000,Variant 1,1,End,End,End,End,End,End
Case4100,Start,Start,2011-02-25 08:08:23.000,Variant 3,3,Start,Start,Start,Start,Start,Start
Case4100,Assign seriousness,Value 8,2011-02-25 08:08:23.000,Variant 3,3,Assign seriousness,complete,Value 8,Variant 3,3,Fluxicon Disco
Case4100,Take in charge ticket,Value 16,2011-02-28 09:26:41.000,Variant 3,3,Take in charge ticket,complete,Value 16,Variant 3,3,Fluxicon Disco
Case4100,Wait,Value 16,2011-02-28 09:27:24.000,Variant 3,3,Wait,complete,Value 16,Variant 3,3,Fluxicon Disco
Case4100,Take in charge ticket,Value 6,2011-03-02 16:25:05.000,Variant 3,3,Take in charge ticket,complete,Value 6,Variant 3,3,Fluxicon Disco
Case4100,Resolve ticket,Value 6,2011-03-02 16:25:19.000,Variant 3,3,Resolve ticket,complete,Value 6,Variant 3,3,Fluxicon Disco
Case4100,Closed,Value 5,2011-04-01 15:25:43.000,Variant 3,3,Closed,complete,Value 5,Variant 3,3,Fluxicon Disco
Case4100,End,End,2011-04-01 15:25:43.000,Variant 3,3,End,End,End,End,End,End
Case4101,Start,Start,2010-06-24 11:54:57.000,Variant 20,20,Start,Start,Start,Start,Start,Start
Case4101,Assign seriousness,Value 6,2010-06-24 11:54:57.000,Variant 20,20,Assign seriousness,complete,Value 6,Variant 20,20,Fluxicon Disco
Case4101,Take in charge ticket,Value 6,2010-06-24 12:21:25.000,Variant 20,20,Take in charge ticket,complete,Value 6,Variant 20,20,Fluxicon Disco
Case4101,Resolve ticket,Value 6,2010-06-24 12:21:39.000,Variant 20,20,Resolve ticket,complete,Value 6,Variant 20,20,Fluxicon Disco
Case4101,Take in charge ticket,Value 6,2010-06-25 13:13:49.000,Variant 20,20,Take in charge ticket,complete,Value 6,Variant 20,20,Fluxicon Disco
Case4101,Wait,Value 6,2010-06-25 13:54:04.000,Variant 20,20,Wait,complete,Value 6,Variant 20,20,Fluxicon Disco
Case4101,Take in charge ticket,Value 6,2010-06-30 12:53:55.000,Variant 20,20,Take in charge ticket,complete,Value 6,Variant 20,20,Fluxicon Disco
Case4101,Resolve ticket,Value 6,2010-06-30 12:55:26.000,Variant 20,20,Resolve ticket,complete,Value 6,Variant 20,20,Fluxicon Disco
Case4101,Closed,Value 5,2010-08-07 12:00:37.000,Variant 20,20,Closed,complete,Value 5,Variant 20,20,Fluxicon Disco
Case4101,End,End,2010-08-07 12:00:37.000,Variant 20,20,End,End,End,End,End,End
Case4102,Start,Start,2011-11-10 10:59:37.000,Variant 11,11,Start,Start,Start,Start,Start,Start
Case4102,Take in charge ticket,Value 1,2011-11-10 10:59:37.000,Variant 11,11,Take in charge ticket,complete,Value 1,Variant 11,11,Fluxicon Disco
Case4102,Resolve ticket,Value 1,2011-11-11 10:04:56.000,Variant 11,11,Resolve ticket,complete,Value 1,Variant 11,11,Fluxicon Disco
Case4102,Closed,Value 5,2011-12-18 11:01:26.000,Variant 11,11,Closed,complete,Value 5,Variant 11,11,Fluxicon Disco
Case4102,End,End,2011-12-18 11:01:26.000,Variant 11,11,End,End,End,End,End,End
Case4103,Start,Start,2011-08-24 13:30:52.000,Variant 5,5,Start,Start,Start,Start,Start,Start
Case4103,Assign seriousness,Value 9,2011-08-24 13:30:52.000,Variant 5,5,Assign seriousness,complete,Value 9,Variant 5,5,Fluxicon Disco
Case4103,Resolve ticket,Value 9,2011-08-25 08:59:23.000,Variant 5,5,Resolve ticket,complete,Value 9,Variant 5,5,Fluxicon Disco
Case4103,Closed,Value 5,2011-09-24 13:40:26.000,Variant 5,5,Closed,complete,Value 5,Variant 5,5,Fluxicon Disco
Case4103,End,End,2011-09-24 13:40:26.000,Variant 5,5,End,End,End,End,End,End
Case4104,Start,Start,2011-11-17 15:57:00.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case4104,Assign seriousness,Value 1,2011-11-17 15:57:00.000,Variant 1,1,Assign seriousness,complete,Value 1,Variant 1,1,Fluxicon Disco
Case4104,Take in charge ticket,Value 2,2011-11-18 08:16:37.000,Variant 1,1,Take in charge ticket,complete,Value 2,Variant 1,1,Fluxicon Disco
Case4104,Resolve ticket,Value 2,2011-11-22 14:56:41.000,Variant 1,1,Resolve ticket,complete,Value 2,Variant 1,1,Fluxicon Disco
Case4104,Closed,Value 5,2011-12-31 16:00:32.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case4104,End,End,2011-12-31 16:00:32.000,Variant 1,1,End,End,End,End,End,End
Case4105,Start,Start,2010-04-21 14:28:50.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case4105,Assign seriousness,Value 2,2010-04-21 14:28:50.000,Variant 1,1,Assign seriousness,complete,Value 2,Variant 1,1,Fluxicon Disco
Case4105,Take in charge ticket,Value 2,2010-05-12 12:26:15.000,Variant 1,1,Take in charge ticket,complete,Value 2,Variant 1,1,Fluxicon Disco
Case4105,Resolve ticket,Value 2,2010-05-12 13:12:21.000,Variant 1,1,Resolve ticket,complete,Value 2,Variant 1,1,Fluxicon Disco
Case4105,Closed,Value 5,2010-05-27 13:12:33.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case4105,End,End,2010-05-27 13:12:33.000,Variant 1,1,End,End,End,End,End,End
Case4106,Start,Start,2012-07-30 13:08:31.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case4106,Assign seriousness,Value 13,2012-07-30 13:08:31.000,Variant 1,1,Assign seriousness,complete,Value 13,Variant 1,1,Fluxicon Disco
Case4106,Take in charge ticket,Value 13,2012-07-30 13:09:09.000,Variant 1,1,Take in charge ticket,complete,Value 13,Variant 1,1,Fluxicon Disco
Case4106,Resolve ticket,Value 13,2012-07-31 06:31:58.000,Variant 1,1,Resolve ticket,complete,Value 13,Variant 1,1,Fluxicon Disco
Case4106,Closed,Value 5,2012-09-14 13:10:38.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case4106,End,End,2012-09-14 13:10:38.000,Variant 1,1,End,End,End,End,End,End
Case4107,Start,Start,2013-02-01 12:33:25.000,Variant 14,14,Start,Start,Start,Start,Start,Start
Case4107,Assign seriousness,Value 1,2013-02-01 12:33:25.000,Variant 14,14,Assign seriousness,complete,Value 1,Variant 14,14,Fluxicon Disco
Case4107,Take in charge ticket,Value 1,2013-02-11 07:50:34.000,Variant 14,14,Take in charge ticket,complete,Value 1,Variant 14,14,Fluxicon Disco
Case4107,Wait,Value 1,2013-02-11 08:33:30.000,Variant 14,14,Wait,complete,Value 1,Variant 14,14,Fluxicon Disco
Case4107,Wait,Value 1,2013-02-11 08:56:54.000,Variant 14,14,Wait,complete,Value 1,Variant 14,14,Fluxicon Disco
Case4107,Resolve ticket,Value 9,2013-02-26 09:52:51.000,Variant 14,14,Resolve ticket,complete,Value 9,Variant 14,14,Fluxicon Disco
Case4107,Closed,Value 3,2013-03-13 09:53:08.000,Variant 14,14,Closed,complete,Value 3,Variant 14,14,Fluxicon Disco
Case4107,End,End,2013-03-13 09:53:08.000,Variant 14,14,End,End,End,End,End,End
Case4108,Start,Start,2010-03-09 07:06:03.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case4108,Assign seriousness,Value 2,2010-03-09 07:06:03.000,Variant 1,1,Assign seriousness,complete,Value 2,Variant 1,1,Fluxicon Disco
Case4108,Take in charge ticket,Value 2,2010-03-09 07:06:12.000,Variant 1,1,Take in charge ticket,complete,Value 2,Variant 1,1,Fluxicon Disco
Case4108,Resolve ticket,Value 2,2010-03-09 16:18:06.000,Variant 1,1,Resolve ticket,complete,Value 2,Variant 1,1,Fluxicon Disco
Case4108,Closed,Value 5,2010-04-09 06:10:41.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case4108,End,End,2010-04-09 06:10:41.000,Variant 1,1,End,End,End,End,End,End
Case4109,Start,Start,2011-04-13 15:00:26.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case4109,Assign seriousness,Value 8,2011-04-13 15:00:26.000,Variant 1,1,Assign seriousness,complete,Value 8,Variant 1,1,Fluxicon Disco
Case4109,Take in charge ticket,Value 8,2011-04-13 15:00:51.000,Variant 1,1,Take in charge ticket,complete,Value 8,Variant 1,1,Fluxicon Disco
Case4109,Resolve ticket,Value 15,2011-04-14 14:45:49.000,Variant 1,1,Resolve ticket,complete,Value 15,Variant 1,1,Fluxicon Disco
Case4109,Closed,Value 5,2011-05-21 15:00:39.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case4109,End,End,2011-05-21 15:00:39.000,Variant 1,1,End,End,End,End,End,End
Case4110,Start,Start,2011-12-28 13:40:31.000,Variant 5,5,Start,Start,Start,Start,Start,Start
Case4110,Assign seriousness,Value 1,2011-12-28 13:40:31.000,Variant 5,5,Assign seriousness,complete,Value 1,Variant 5,5,Fluxicon Disco
Case4110,Resolve ticket,Value 13,2011-12-28 15:26:02.000,Variant 5,5,Resolve ticket,complete,Value 13,Variant 5,5,Fluxicon Disco
Case4110,Closed,Value 5,2012-01-28 13:50:43.000,Variant 5,5,Closed,complete,Value 5,Variant 5,5,Fluxicon Disco
Case4110,End,End,2012-01-28 13:50:43.000,Variant 5,5,End,End,End,End,End,End
Case4111,Start,Start,2012-03-14 10:09:46.000,Variant 5,5,Start,Start,Start,Start,Start,Start
Case4111,Assign seriousness,Value 9,2012-03-14 10:09:46.000,Variant 5,5,Assign seriousness,complete,Value 9,Variant 5,5,Fluxicon Disco
Case4111,Resolve ticket,Value 9,2012-03-14 10:16:13.000,Variant 5,5,Resolve ticket,complete,Value 9,Variant 5,5,Fluxicon Disco
Case4111,Closed,Value 5,2012-04-20 09:10:45.000,Variant 5,5,Closed,complete,Value 5,Variant 5,5,Fluxicon Disco
Case4111,End,End,2012-04-20 09:10:45.000,Variant 5,5,End,End,End,End,End,End
Case4112,Start,Start,2011-11-30 15:34:31.000,Variant 52,52,Start,Start,Start,Start,Start,Start
Case4112,Take in charge ticket,Value 1,2011-11-30 15:34:31.000,Variant 52,52,Take in charge ticket,complete,Value 1,Variant 52,52,Fluxicon Disco
Case4112,Resolve ticket,Value 1,2011-12-12 14:38:43.000,Variant 52,52,Resolve ticket,complete,Value 1,Variant 52,52,Fluxicon Disco
Case4112,Resolve ticket,Value 1,2011-12-12 14:38:44.000,Variant 52,52,Resolve ticket,complete,Value 1,Variant 52,52,Fluxicon Disco
Case4112,Closed,Value 5,2012-01-11 14:39:04.000,Variant 52,52,Closed,complete,Value 5,Variant 52,52,Fluxicon Disco
Case4112,End,End,2012-01-11 14:39:04.000,Variant 52,52,End,End,End,End,End,End
Case4113,Start,Start,2011-02-04 14:31:18.000,Variant 4,4,Start,Start,Start,Start,Start,Start
Case4113,Assign seriousness,Value 8,2011-02-04 14:31:18.000,Variant 4,4,Assign seriousness,complete,Value 8,Variant 4,4,Fluxicon Disco
Case4113,Assign seriousness,Value 2,2011-02-18 10:48:30.000,Variant 4,4,Assign seriousness,complete,Value 2,Variant 4,4,Fluxicon Disco
Case4113,Take in charge ticket,Value 2,2011-02-18 10:48:37.000,Variant 4,4,Take in charge ticket,complete,Value 2,Variant 4,4,Fluxicon Disco
Case4113,Resolve ticket,Value 9,2011-02-21 14:05:36.000,Variant 4,4,Resolve ticket,complete,Value 9,Variant 4,4,Fluxicon Disco
Case4113,Closed,Value 5,2011-03-08 14:05:55.000,Variant 4,4,Closed,complete,Value 5,Variant 4,4,Fluxicon Disco
Case4113,End,End,2011-03-08 14:05:55.000,Variant 4,4,End,End,End,End,End,End
Case4114,Start,Start,2011-10-26 11:54:27.000,Variant 6,6,Start,Start,Start,Start,Start,Start
Case4114,Assign seriousness,Value 1,2011-10-26 11:54:27.000,Variant 6,6,Assign seriousness,complete,Value 1,Variant 6,6,Fluxicon Disco
Case4114,Take in charge ticket,Value 1,2011-10-26 11:54:39.000,Variant 6,6,Take in charge ticket,complete,Value 1,Variant 6,6,Fluxicon Disco
Case4114,Resolve ticket,Value 2,2011-11-07 09:36:31.000,Variant 6,6,Resolve ticket,complete,Value 2,Variant 6,6,Fluxicon Disco
Case4114,Resolve ticket,Value 2,2011-11-21 07:42:41.000,Variant 6,6,Resolve ticket,complete,Value 2,Variant 6,6,Fluxicon Disco
Case4114,Closed,Value 5,2011-12-06 07:42:47.000,Variant 6,6,Closed,complete,Value 5,Variant 6,6,Fluxicon Disco
Case4114,End,End,2011-12-06 07:42:47.000,Variant 6,6,End,End,End,End,End,End
Case4115,Start,Start,2012-06-21 12:29:54.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case4115,Assign seriousness,Value 1,2012-06-21 12:29:54.000,Variant 1,1,Assign seriousness,complete,Value 1,Variant 1,1,Fluxicon Disco
Case4115,Take in charge ticket,Value 1,2012-06-21 12:30:05.000,Variant 1,1,Take in charge ticket,complete,Value 1,Variant 1,1,Fluxicon Disco
Case4115,Resolve ticket,Value 1,2012-06-26 12:38:18.000,Variant 1,1,Resolve ticket,complete,Value 1,Variant 1,1,Fluxicon Disco
Case4115,Closed,Value 5,2012-07-24 12:30:26.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case4115,End,End,2012-07-24 12:30:26.000,Variant 1,1,End,End,End,End,End,End
Case4116,Start,Start,2012-01-02 14:39:13.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case4116,Assign seriousness,Value 1,2012-01-02 14:39:13.000,Variant 1,1,Assign seriousness,complete,Value 1,Variant 1,1,Fluxicon Disco
